,sentence_index,sentence,splitset_label
3770,3771,"Kids five and up will be delighted with the fast , funny , and even touching story .",1
3771,3772,"Parents may even find that it goes by quickly , because it has some of the funniest jokes of any movie this year , including those intended for adults .",1
3772,3773,"An unsettling , memorable cinematic experience that does its predecessors proud .",1
3773,3774,"Maid in Manhattan might not look so appealing on third or fourth viewing down the road ... But as a high concept vehicle for two bright stars of the moment who can rise to fans ' lofty expectations , the movie passes inspection .",1
3774,3775,Much of All About Lily Chou-Chou is mesmerizing : some of its plaintiveness could make you weep .,1
3775,3776,Ferrara 's strongest and most touching movie of recent years .,1
3776,3777,"Spielberg 's first real masterpiece , it deserved all the hearts it won -- and wins still , 20 years later .",1
3777,3778,The screenwriters dig themselves in deeper every time they toss logic and science into what is essentially a `` Dungeons and Dragons '' fantasy with modern military weaponry ...,1
3778,3779,"More than simply a portrait of early extreme sports , this peek into the 1970s skateboard revolution is a skateboard film as social anthropology ...",1
3779,3780,"What I saw , I enjoyed .",1
3780,3781,The level of acting elevates the material above pat inspirational status and gives it a sturdiness and solidity that we 've long associated with Washington the actor .,1
3781,3782,"A deft , delightful mix of sulky teen drama and overcoming-obstacles sports-movie triumph .",1
3782,3783,"Daringly perceptive , taut , piercing and feisty , Biggie and Tupac is undeniably subversive and involving in its bold presentation .",1
3783,3784,Delivers more than its fair share of saucy hilarity .,1
3784,3785,A fairly enjoyable mixture of Longest Yard ... and the 1999 Guy Ritchie caper Lock Stock and Two Smoking Barrels .,1
3785,3786,"Happily , some things are immune to the folly of changing taste and attitude .",1
3786,3787,"For proof of that on the cinematic front , look no further than this 20th anniversary edition of the film that Spielberg calls , retrospectively , his most personal work yet .",1
3787,3788,"Hugely entertaining from start to finish , featuring a fall from grace that still leaves shockwaves , it will gratify anyone who has ever suspected Hollywood of being overrun by corrupt and hedonistic weasels .",1
3788,3789,"It 's not like having a real film of Nijinsky , but at least it 's better than that eponymous 1980 biopic that used soap in the places where the mysteries lingered .",1
3789,3790,It 's probably worth catching solely on its visual merits .,1
3790,3791,If only it had the story to match .,1
3791,3792,Like other great documentaries ... this goes after one truth -LRB- the Ford administration 's complicity in tearing ` orphans ' from their mothers -RRB- and stumbles upon others even more compelling .,1
3792,3793,"... only Bond can save us from the latest eccentric , super-wealthy megalomaniac bent on world domination and destruction .",1
3793,3794,The first half bursts with a goofy energy previous Disney films only used for a few minutes here and there .,1
3794,3795,It 's quite diverting nonsense .,1
3795,3796,"An old-fashioned scary movie , one that relies on lingering terror punctuated by sudden shocks and not constant bloodshed punctuated by flying guts .",1
3796,3797,"For all the wit and hoopla , Festival In Cannes offers rare insight into the structure of relationships .",1
3797,3798,"What makes How I Killed My Father compelling , besides its terrific performances , is Fontaine 's willingness to wander into the dark areas of parent-child relationships without flinching .",1
3798,3799,Renner ?,1
3799,3800,"s face is chillingly unemotive , yet he communicates a great deal in his performance .",1
3800,3801,See it for his performance if nothing else .,1
3801,3802,... the kind of entertainment that parents love to have their kids see .,1
3802,3803,"It 's a fine , focused piece of work that reopens an interesting controversy and never succumbs to sensationalism .",1
3803,3804,Its engaging simplicity is driven by appealing leads .,1
3804,3805,"Swimming is above all about a young woman 's face , and by casting an actress whose face projects that woman 's doubts and yearnings , it succeeds .",1
3805,3806,"A respectable venture on its own terms , lacking the broader vision that has seen certain Trek films ... cross over to a more mainstream audience .",1
3806,3807,"It 's weird , wonderful , and not necessarily for kids .",1
3807,3808,An elegant film with often surprising twists and an intermingling of naivet̩ and sophistication .,1
3808,3809,"Blessed with two fine , nuanced lead performances .",1
3809,3810,"While this has the making of melodrama , the filmmaker cuts against this natural grain , producing a work that 's more interested in asking questions than in answering them .",1
3810,3811,"As a girl-meets-girl romantic comedy , Kissing Jessica Steinis quirky , charming and often hilarious .",1
3811,3812,Yet it 's not quite the genre-busting film it 's been hyped to be because it plays everything too safe .,1
3812,3813,"You do n't need to know your Ice-T 's from your Cool-J 's to realize that as far as these shootings are concerned , something is rotten in the state of California .",1
3813,3814,Turturro is fabulously funny and over the top as a ` very sneaky ' butler who excels in the art of impossible disappearing\/reappearing acts,1
3814,3815,Meant for Star Wars fans .,1
3815,3816,It is there to give them a good time .,1
3816,3817,"From a deceptively simple premise , this deeply moving French drama develops a startling story that works both as a detailed personal portrait and as a rather frightening examination of modern times .",1
3817,3818,Simply and eloquently articulates the tangled feelings of particular New Yorkers deeply touched by an unprecedented tragedy .,1
3818,3819,Provides a very moving and revelatory footnote to the Holocaust .,1
3819,3820,"Terrific performances , great to look at , and funny .",1
3820,3821,"A little uneven to be the cat 's meow , but it 's good enough to be the purr .",1
3821,3822,"It 's a compelling and horrifying story , and The Laramie Project is worthwhile for reminding us that this sort of thing does , in fact , still happen in America .",1
3822,3823,I like it .,1
3823,3824,"There is a freedom to watching stunts that are this crude , this fast-paced and this insane .",1
3824,3825,"That rare documentary that incorporates so much of human experience -- drama , conflict , tears and surprise -- that it transcends the normal divisions between fiction and nonfiction film .",1
3825,3826,"That rare movie that works on any number of levels -- as a film of magic and whimsy for children , a heartfelt romance for teenagers and a compelling argument about death , both pro and con , for adults .",1
3826,3827,"It 's both degrading and strangely liberating to see people working so hard at leading lives of sexy intrigue , only to be revealed by the dispassionate Gantz brothers as ordinary , pasty lumpen .",1
3827,3828,"A sharp and quick documentary that is funny and pithy , while illuminating an era of theatrical comedy that , while past , really is n't .",1
3828,3829,"The film does a solid job of slowly , steadily building up to the climactic burst of violence .",1
